queue,description,division,acw,inQueueFlow,routingRules,callScript,groupRouting,bullseye,MemberGroups,evaluation,callerIDNum,callerIDName,alerting_timeout_seconds,slPercentage,slDuration_ms,enableTranscription,enableManualAssignment,suppressInQueueCallRecording,callBackMode,CallbackLiveVoice,CallbackLiveVoiceFlow,CallbackAnswerMachine,CallbackAnswerMachineFlow
e67,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e68,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e69,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e70,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e71,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e72,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e73,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e74,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e75,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e76,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e77,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e78,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e79,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e80,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e81,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e82,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e83,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e84,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e85,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e86,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e87,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e88,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e89,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e90,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e91,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e92,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e93,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e94,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e95,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e96,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e97,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e98,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e99,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
